-1.000000	-3.000000
-0.990000	-2.083508
-0.980000	-1.251302
-0.970000	-0.499362
-0.960000	0.176227
-0.950000	0.779280
-0.940000	1.313508
-0.930000	1.782525
-0.920000	2.189844
-0.910000	2.538882
-0.900000	2.832960
-0.890000	3.075302
-0.880000	3.269038
-0.870000	3.417208
-0.860000	3.522757
-0.850000	3.588540
-0.840000	3.617324
-0.830000	3.611786
-0.820000	3.574517
-0.810000	3.508022
-0.800000	3.414720
-0.790000	3.296947
-0.780000	3.156956
-0.770000	2.996920
-0.760000	2.818931
-0.750000	2.625000
-0.740000	2.417063
-0.730000	2.196977
-0.720000	1.966525
-0.710000	1.727415
-0.700000	1.481280
-0.690000	1.229683
-0.680000	0.974116
-0.670000	0.715999
-0.660000	0.456686
-0.650000	0.197460
-0.640000	-0.060459
-0.630000	-0.315918
-0.620000	-0.567829
-0.610000	-0.815164
-0.600000	-1.056960
-0.590000	-1.292313
-0.580000	-1.520379
-0.570000	-1.740371
-0.560000	-1.951563
-0.550000	-2.153280
-0.540000	-2.344906
-0.530000	-2.525876
-0.520000	-2.695680
-0.510000	-2.853858
-0.500000	-3.000000
-0.490000	-3.133746
-0.480000	-3.254784
-0.470000	-3.362848
-0.460000	-3.457718
-0.450000	-3.539220
-0.440000	-3.607221
-0.430000	-3.661633
-0.420000	-3.702405
-0.410000	-3.729531
-0.400000	-3.743040
-0.390000	-3.743000
-0.380000	-3.729515
-0.370000	-3.702726
-0.360000	-3.662805
-0.350000	-3.609960
-0.340000	-3.544430
-0.330000	-3.466483
-0.320000	-3.376420
-0.310000	-3.274567
-0.300000	-3.161280
-0.290000	-3.036939
-0.280000	-2.901949
-0.270000	-2.756741
-0.260000	-2.601767
-0.250000	-2.437500
-0.240000	-2.264435
-0.230000	-2.083084
-0.220000	-1.893980
-0.210000	-1.697671
-0.200000	-1.494720
-0.190000	-1.285706
-0.180000	-1.071221
-0.170000	-0.851870
-0.160000	-0.628268
-0.150000	-0.401040
-0.140000	-0.170821
-0.130000	0.061748
-0.120000	0.296018
-0.110000	0.531334
-0.100000	0.767040
-0.090000	1.002474
-0.080000	1.236972
-0.070000	1.469871
-0.060000	1.700508
-0.050000	1.928220
-0.040000	2.152349
-0.030000	2.372238
-0.020000	2.587238
-0.010000	2.796704
0.000000	3.000000
0.010000	3.196496
0.020000	3.385575
0.030000	3.566627
0.040000	3.739056
0.050000	3.902280
0.060000	4.055729
0.070000	4.198850
0.080000	4.331105
0.090000	4.451975
0.100000	4.560960
0.110000	4.657578
0.120000	4.741371
0.130000	4.811901
0.140000	4.868754
0.150000	4.911540
0.160000	4.939897
0.170000	4.953487
0.180000	4.952002
0.190000	4.935163
0.200000	4.902720
0.210000	4.854456
0.220000	4.790185
0.230000	4.709757
0.240000	4.613056
0.250000	4.500000
0.260000	4.370548
0.270000	4.224694
0.280000	4.062474
0.290000	3.883963
0.300000	3.689280
0.310000	3.478584
0.320000	3.252081
0.330000	3.010020
0.340000	2.752698
0.350000	2.480460
0.360000	2.193698
0.370000	1.892854
0.380000	1.578424
0.390000	1.250953
0.400000	0.911040
0.410000	0.559340
0.420000	0.196562
0.430000	-0.176527
0.440000	-0.559102
0.450000	-0.950280
0.460000	-1.349117
0.470000	-1.754608
0.480000	-2.165684
0.490000	-2.581213
0.500000	-3.000000
0.510000	-3.420781
0.520000	-3.842227
0.530000	-4.262939
0.540000	-4.681449
0.550000	-5.096220
0.560000	-5.505641
0.570000	-5.908028
0.580000	-6.301625
0.590000	-6.684598
0.600000	-7.055040
0.610000	-7.410963
0.620000	-7.750302
0.630000	-8.070913
0.640000	-8.370568
0.650000	-8.646960
0.660000	-8.897697
0.670000	-9.120303
0.680000	-9.312215
0.690000	-9.470787
0.700000	-9.593280
0.710000	-9.676870
0.720000	-9.718640
0.730000	-9.715584
0.740000	-9.664602
0.750000	-9.562500
0.760000	-9.405990
0.770000	-9.191688
0.780000	-8.916112
0.790000	-8.575682
0.800000	-8.166720
0.810000	-7.685445
0.820000	-7.127977
0.830000	-6.490329
0.840000	-5.768415
0.850000	-4.958040
0.860000	-4.054904
0.870000	-3.054599
0.880000	-1.952610
0.890000	-0.744309
0.900000	0.575040
0.910000	2.010286
0.920000	3.566393
0.930000	5.248436
0.940000	7.061609
0.950000	9.011220
0.960000	11.102697
0.970000	13.341587
0.980000	15.733555
0.990000	18.284389
