0	1000.000000	0.000000	1000.000000
1	1.000000	636.619249	636.620034
2	-0.000000	0.000000	0.000000
3	1.000000	212.205020	212.207376
4	-0.000000	0.000000	0.000000
5	1.000000	127.321336	127.325263
6	-0.000000	-0.000000	0.000000
7	1.000000	90.942017	90.947514
8	-0.000000	-0.000000	0.000000
9	1.000000	70.730818	70.737887
10	-0.000000	0.000000	0.000000
11	1.000000	57.868765	57.877405
12	0.000000	0.000000	0.000000
13	1.000000	48.963945	48.974155
14	-0.000000	0.000000	0.000000
15	1.000000	42.433464	42.445245
16	-0.000000	0.000000	0.000000
17	1.000000	37.439320	37.452673
18	-0.000000	-0.000000	0.000000
19	1.000000	33.496355	33.511279
20	-0.000000	0.000000	0.000000
21	1.000000	30.304231	30.320726
22	-0.000000	-0.000000	0.000000
23	1.000000	27.667077	27.685143
24	-0.000000	0.000000	0.000000
25	1.000000	25.451700	25.471337
26	0.000000	-0.000000	0.000000
27	1.000000	23.564371	23.585580
28	-0.000000	-0.000000	0.000000
29	1.000000	21.937219	21.960000
30	-0.000000	0.000000	0.000000
31	1.000000	20.519888	20.544240
32	-0.000000	-0.000000	0.000000
33	1.000000	19.274226	19.300150
34	-0.000000	0.000000	0.000000
35	1.000000	18.170807	18.198303
36	0.000000	-0.000000	0.000000
37	1.000000	17.186562	17.215630
38	-0.000000	-0.000000	0.000000
39	1.000000	16.303158	16.333799
40	0.000000	0.000000	0.000000
41	1.000000	15.505838	15.538050
42	-0.000000	-0.000000	0.000000
43	1.000000	14.782589	14.816374
44	-0.000000	0.000000	0.000000
45	1.000000	14.123536	14.158894
46	-0.000000	0.000000	0.000000
47	1.000000	13.520483	13.557414
48	0.000000	-0.000000	0.000000
49	1.000000	12.966574	13.005077
50	0.000000	0.000000	0.000000
51	1.000000	12.456026	12.496102
52	0.000000	0.000000	0.000000
53	1.000000	11.983930	12.025580
54	-0.000000	-0.000000	0.000000
55	1.000000	11.546093	11.589316
56	0.000000	-0.000000	0.000000
57	1.000000	11.138907	11.183704
58	-0.000000	-0.000000	0.000000
59	1.000000	10.759256	10.805627
60	-0.000000	-0.000000	0.000000
61	1.000000	10.404431	10.452377
62	-0.000000	-0.000000	0.000000
63	1.000000	10.072067	10.121588
64	0.000000	0.000000	0.000000
65	1.000000	9.760093	9.811188
66	0.000000	-0.000000	0.000000
67	1.000000	9.466681	9.519351
68	-0.000000	0.000000	0.000000
69	1.000000	9.190217	9.244462
70	-0.000000	0.000000	0.000000
71	1.000000	8.929269	8.985090
72	0.000000	0.000000	0.000000
73	1.000000	8.682563	8.739960
74	-0.000000	0.000000	0.000000
75	1.000000	8.448957	8.507930
76	-0.000000	0.000000	0.000000
77	1.000000	8.227433	8.287982
78	-0.000000	-0.000000	0.000000
79	1.000000	8.017071	8.079197
80	-0.000000	-0.000000	0.000000
81	1.000000	7.817046	7.880749
82	-0.000000	-0.000000	0.000000
83	1.000000	7.626610	7.691890
84	-0.000000	0.000000	0.000000
85	1.000000	7.445086	7.511944
86	0.000000	0.000000	0.000000
87	1.000000	7.271859	7.340295
88	-0.000000	0.000000	0.000000
89	1.000000	7.106370	7.176385
90	0.000000	0.000000	0.000000
91	1.000000	6.948109	7.019702
92	0.000000	-0.000000	0.000000
93	1.000000	6.796610	6.869782
94	-0.000000	-0.000000	0.000000
95	1.000000	6.651445	6.726196
96	-0.000000	-0.000000	0.000000
97	1.000000	6.512223	6.588554
98	-0.000000	0.000000	0.000000
99	1.000000	6.378583	6.456494
100	-0.000000	-0.000000	0.000000
101	1.000000	6.250194	6.329686
102	-0.000000	-0.000000	0.000000
103	1.000000	6.126749	6.207822
104	-0.000000	0.000000	0.000000
105	1.000000	6.007968	6.090622
106	-0.000000	0.000000	0.000000
107	1.000000	5.893587	5.977823
108	-0.000000	0.000000	0.000000
109	1.000000	5.783364	5.869182
110	0.000000	0.000000	0.000000
111	1.000000	5.677076	5.764476
112	0.000000	0.000000	0.000000
113	1.000000	5.574512	5.663496
114	-0.000000	-0.000000	0.000000
115	1.000000	5.475479	5.566046
116	-0.000000	0.000000	0.000000
117	1.000000	5.379795	5.471946
118	-0.000000	-0.000000	0.000000
